Bigram,Frequency
"('really', 'let')",1
"('know', 'heaven')",1
"('heaven', 'tonight')",1
"('please', 'let')",1
"('hell', 'satan')",1
"('satan', 'anyone')",1
"('else', 'please')",1
"('please', 'something')",1
"('something', 'need')",1
"('need', 'know')",1
"('know', 'ask')",1
"('give', 'help')",1
"('help', 'jesus')",1
"('ask', 'give')",1
"('give', 'promises')",1
"('promises', 'assure')",1
"('assure', 'promises')",1
"('promises', 'real')",1
"('real', 'praying')",1
"('praying', 'right')",1
"('right', 'jesus')",1
"('pray', 'goodbye')",1
"('goodbye', 'mama')",1
"('mama', 'goodbye')",1
"('goodbye', 'donna')",1
"('donna', 'written')",1
"('written', 'following')",1
"('following', 'personal')",1
"('personal', 'final')",1
"('statement', 'michael')",1
"('mcbride', 'beatitudes')",1
"('beatitudes', 'jesus')",1
"('jesus', 'lifted')",1
"('lifted', 'eyes')",1
"('eyes', 'disciples')",1
"('disciples', 'said')",1
"('said', 'blessed')",1
"('blessed', 'poor')",1
"('poor', 'kingdom')",1
"('kingdom', 'god')",1
"('ye', 'hunger')",1
"('hunger', 'ye')",1
"('shall', 'filled')",1
"('filled', 'blessed')",1
"('ye', 'weep')",1
"('weep', 'ye')",1
"('shall', 'laugh')",1
"('laugh', 'blessed')",1
"('ye', 'men')",1
"('shall', 'hate')",1
"('hate', 'shall')",1
"('shall', 'separate')",1
"('separate', 'company')",1
"('company', 'shall')",1
"('shall', 'reproach')",1
"('reproach', 'cast')",1
"('cast', 'name')",1
"('name', 'evil')",1
"('evil', 'son')",1
"('son', 'mans')",1
"('mans', 'sake')",1
"('sake', 'rejoice')",1
"('rejoice', 'ye')",1
"('ye', 'day')",1
"('day', 'leap')",1
"('leap', 'joy')",1
"('joy', 'behold')",1
"('behold', 'reward')",1
"('reward', 'great')",1
"('great', 'heaven')",1
"('heaven', 'like')",1
"('like', 'manner')",1
"('manner', 'fathers')",1
"('fathers', 'unto')",1
"('unto', 'prophets')",1
"('prophets', 'woe')",1
"('unto', 'rich')",1
"('rich', 'ye')",1
"('ye', 'received')",1
"('received', 'consolation')",1
"('consolation', 'woe')",1
"('unto', 'full')",1
"('full', 'ye')",1
"('shall', 'hunger')",1
"('hunger', 'woe')",1
"('unto', 'laugh')",1
"('laugh', 'ye')",1
"('shall', 'moan')",1
"('moan', 'weep')",1
"('weep', 'woe')",1
"('unto', 'men')",1
"('shall', 'speak')",1
"('speak', 'well')",1
"('well', 'fathers')",1
"('fathers', 'false')",1
"('false', 'prophets')",1
"('prophets', 'supremacy')",1
"('supremacy', 'love')",1
"('love', 'gifts')",1
"('gifts', 'corinthians')",1
"('kind', 'jealous')",1
"('jealous', 'love')",1
"('love', 'brag')",1
"('brag', 'arrogant')",1
"('arrogant', 'act')",1
"('act', 'unbecoming')",1
"('unbecoming', 'seek')",1
"('seek', 'provoked')",1
"('provoked', 'take')",1
"('take', 'account')",1
"('account', 'wrong')",1
"('wrong', 'suffered')",1
"('suffered', 'rejoice')",1
"('rejoice', 'unrighteousness')",1
"('unrighteousness', 'rejoices')",1
"('truth', 'bears')",1
"('bears', 'things')",1
"('things', 'believes')",1
"('believes', 'things')",1
"('things', 'hopes')",1
"('hopes', 'things')",1
"('things', 'endures')",1
"('endures', 'things')",1
"('things', 'love')",1
"('fails', 'gifts')",1
"('gifts', 'prophecy')",1
"('prophecy', 'done')",1
"('done', 'away')",1
"('away', 'tongues')",1
"('tongues', 'cease')",1
"('cease', 'abide')",1
"('abide', 'faith')",1
"('love', 'three')",1
"('three', 'greatest')",1
"('love', 'poem')",1
"('poem', 'stand')",1
"('grave', 'weep')",1
"('weep', 'sleep')",1
"('sleep', 'diamond')",1
"('diamond', 'glints')",1
"('glints', 'snow')",1
"('snow', 'sunlight')",1
"('sunlight', 'ripened')",1
"('ripened', 'grain')",1
"('grain', 'gentle')",1
"('gentle', 'autumn')",1
"('autumn', 'rain')",1
"('rain', 'awaken')",1
"('awaken', 'mornings')",1
"('mornings', 'hush')",1
"('hush', 'swift')",1
"('swift', 'uplifting')",1
"('uplifting', 'rush')",1
"('rush', 'quiet')",1
"('quiet', 'birds')",1
"('birds', 'circled')",1
"('circled', 'flight')",1
"('flight', 'soft')",1
"('soft', 'stars')",1
"('stars', 'shine')",1
"('shine', 'night')",1
"('night', 'stand')",1
"('grave', 'cry')",1
"('cry', 'die')",1
"('die', 'signed')",1
"('signed', 'michael')",1
"('mcbride', 'may')",1
"('may', 'huntsville')",1
"('huntsville', 'texas')",1
"('texas', 'spoken')",1
"('spoken', 'thank')",1
"('thank', 'um')",1
"('um', 'anticipated')",1
"('anticipated', 'would')",1
"('would', 'try')",1
"('try', 'memorize')",1
"('memorize', 'recite')",1
"('recite', 'beatitudes')",1
"('beatitudes', 'new')",1
"('new', 'testament')",1
"('testament', 'less')",1
"('less', 'lukes')",1
"('lukes', 'beatitudes')",1
"('beatitudes', 'say')",1
"('say', 'chapter')",1
"('love', 'st')",1
"('st', 'corinthians')",1
"('chapter', 'ah')",1
"('ah', 'pretty')",1
"('pretty', 'much')",1
"('much', 'knew')",1
"('able', 'memorize')",1
"('memorize', 'much')",1
"('much', 'also')",1
"('also', 'poem')",1
"('poem', 'went')",1
"('went', 'along')",1
"('along', 'anticipation')",1
"('anticipation', 'able')",1
"('able', 'um')",1
"('um', 'fulfill')",1
"('fulfill', 'desire')",1
"('desire', 'provided')",1
"('provided', 'written')",1
"('statement', 'made')",1
"('made', 'available')",1
"('available', 'anybody')",1
"('anybody', 'wants')",1
"('wants', 'believe')",1
"('believe', 'isnt')",1
"('isnt', 'correct')",1
"('correct', 'uh')",1
"('uh', 'wanted')",1
"('wanted', 'hear')",1
"('hear', 'say')",1
"('know', 'including')",1
"('including', 'ah')",1
"('ah', 'youre')",1
"('witness', 'wont')",1
"('wont', 'long')",1
"('long', 'soon')",1
"('soon', 'realize')",1
"('realize', 'appear')",1
"('appear', 'falling')",1
"('falling', 'asleep')",1
"('asleep', 'would')",1
"('would', 'leave')",1
"('leave', 'wont')",1
"('wont', 'point')",1
"('point', 'dead')",1
"('dead', 'point')",1
"('point', 'irreversible')",1
"('irreversible', 'god')",1
"('sir', 'james')",1
"('james', 'webb')",1
"('webb', 'dont')",1
"('one', 'cant')",1
"('remember', 'trial')",1
"('trial', 'personally')",1
"('personally', 'want')",1
"('know', 'ever')",1
"('ever', 'doubt')",1
"('doubt', 'mind')",1
"('mind', 'happened')",1
"('know', 'patty')",1
"('patty', 'always')",1
"('always', 'faithful')",1
"('faithful', 'forced')",1
"('forced', 'everything')",1
"('everything', 'sorry')",1
"('know', 'tell')",1
"('way', 'expressing')",1
"('expressing', 'sorry')",1
"('hope', 'kind')",1
"('kind', 'way')",1
"('yall', 'move')",1
"('peace', 'life')",1
"('life', 'lord')",1
"('lord', 'given')",1
"('change', 'say')",1
"('nothing', 'done')",1
"('cant', 'replace')",1
"('replace', 'loss')",1
"('loss', 'sorry')",1
"('yall', 'pleasure')",1
"('pleasure', 'yall')",1
"('keep', 'life')",1
"('life', 'gon')",1
"('na', 'good')",1
"('good', 'lords')",1
"('lords', 'gon')",1
"('na', 'us')",1
"('us', 'alright')",1
"('prayer', 'first')",1
"('first', 'father')",1
"('thank', 'time')",1
"('time', 'given')",1
"('given', 'earth')",1
"('earth', 'mercy')",1
"('mercy', 'somebody')",1
"('somebody', 'like')",1
"('like', 'despicable')",1
"('despicable', 'things')",1
"('father', 'still')",1
"('love', 'mercy')",1
"('mercy', 'reach')",1
"('reach', 'heart')",1
"('heart', 'changed')",1
"('changed', 'late')",1
"('late', 'ask')",1
"('ask', 'bestow')",1
"('bestow', 'peace')",1
"('peace', 'upon')",1
"('upon', 'family')",1
"('family', 'patricia')",1
"('patricia', 'webb')",1
"('webb', 'let')",1
"('father', 'place')",1
"('place', 'obtain')",1
"('obtain', 'peace')",1
"('peace', 'help')",1
"('help', 'move')",1
"('move', 'life')",1
"('father', 'help')",1
"('help', 'father')",1
"('hearts', 'sake')",1
"('sake', 'sake')",1
"('sake', 'father')",1
"('done', 'father')",1
"('ask', 'family')",1
"('family', 'comfort')",1
"('comfort', 'move')",1
"('move', 'father')",1
"('father', 'today')",1
"('today', 'mistake')",1
"('made', 'thank')",1
"('thank', 'mercy')",1
"('mercy', 'sending')",1
"('sending', 'son')",1
"('life', 'might')",1
"('might', 'come')",1
"('pray', 'wardens')",1
"('wardens', 'officers')",1
"('officers', 'people')",1
"('people', 'deal')",1
"('deal', 'father')",1
"('hearts', 'father')",1
"('father', 'wrong')",1
"('forgive', 'father')",1
"('father', 'way')",1
"('way', 'thank')",1
"('care', 'sorry')",1
"('address', 'robinson')",1
"('family', 'nothing')",1
"('anything', 'could')",1
"('could', 'probably')",1
"('probably', 'probably')",1
"('probably', 'mad')",1
"('mad', 'would')",1
"('probably', 'situation')",1
"('situation', 'anybody')",1
"('anybody', 'thought')",1
"('thought', 'killed')",1
"('anybody', 'family')",1
"('family', 'ahh')",1
"('ahh', 'knew')",1
"('knew', 'killed')",1
"('killed', 'rosalyn')",1
"('rosalyn', 'would')",1
"('heaven', 'god')",1
"('witness', 'ros')",1
"('ros', 'personal')",1
"('personal', 'friend')",1
"('mine', 'beautiful')",1
"('beautiful', 'person')",1
"('person', 'educated')",1
"('educated', 'im')",1
"('im', 'tight')",1
"('tight', 'robinson')",1
"('family', 'proud')",1
"('proud', 'father')",1
"('father', 'doctor')",1
"('doctor', 'family')",1
"('family', 'present')",1
"('present', 'wish')",1
"('wish', 'wish')",1
"('wish', 'tables')",1
"('tables', 'turned')",1
"('turned', 'robinson')",1
"('see', 'executed')",1
"('executed', 'something')",1
"('would', 'want')",1
"('want', 'family')",1
"('family', 'form')",1
"('fashion', 'would')",1
"('would', 'ever')",1
"('ever', 'want')",1
"('see', 'rosalyn')",1
"('rosalyn', 'dead')",1
"('dead', 'left')",1
"('left', 'scene')",1
"('scene', 'incident')",1
"('happened', 'guarantee')",1
"('guarantee', 'would')",1
"('would', 'would')",1
"('would', 'standing')",1
"('standing', 'would')",1
"('would', 'serious')",1
"('serious', 'look')",1
"('look', 'face')",1
"('face', 'something')",1
"('something', 'serious')",1
"('serious', 'fixin')",1
"('fixin', 'happen')",1
"('behalf', 'know')",1
"('going', 'make')",1
"('make', 'difference')",1
"('difference', 'fixing')",1
"('fixing', 'witness')",1
"('witness', 'nice')",1
"('nice', 'thing')",1
"('thing', 'nice')",1
"('nice', 'nice')",1
"('nice', 'media')",1
"('address', 'media')",1
"('media', 'everybodys')",1
"('everybodys', 'permission')",1
"('permission', 'would')",1
"('go', 'said')",1
"('said', 'shown')",1
"('shown', 'remorse')",1
"('remorse', 'look')",1
"('record', 'background')",1
"('background', 'ask')",1
"('ask', 'anybody')",1
"('anybody', 'know')",1
"('know', 'order')",1
"('order', 'show')",1
"('show', 'kind')",1
"('kind', 'remorse')",1
"('remorse', 'killing')",1
"('killing', 'ever')",1
"('time', 'cant')",1
"('cant', 'show')",1
"('would', 'faking')",1
"('faking', 'would')",1
"('would', 'totally')",1
"('totally', 'faking')",1
"('faking', 'believe')",1
"('believe', 'nothing')",1
"('fake', 'nothing')",1
"('fake', 'ive')",1
"('done', 'wrong')",1
"('wrong', 'sure')",1
"('sure', 'ive')",1
"('ive', 'paid')",1
"('paid', 'time')",1
"('time', 'know')",1
"('know', 'show')",1
"('something', 'peace')",1
"('please', 'believe')",1
"('believe', 'wherefore')",1
"('wherefore', 'figure')",1
"('figure', 'dying')",1
"('dying', 'done')",1
"('done', 'past')",1
"('past', 'dying')",1
"('dying', 'killing')",1
"('killing', 'rosalyn')",1
"('rosalyn', 'dont')",1
"('yall', 'call')",1
"('call', 'call')",1
"('ros', 'call')",1
"('ros', 'thats')",1
"('thats', 'verbal')",1
"('statement', 'okay')",1
"('okay', 'thank')",1
"('thank', 'weis')",1
"('ah', 'want')",1
"('know', 'bottom')",1
"('heart', 'truly')",1
"('sorry', 'mean')",1
"('saying', 'years')",1
"('years', 'prison')",1
"('prison', 'come')",1
"('come', 'hear')",1
"('hear', 'respect')",1
"('respect', 'life')",1
"('wrong', 'know')",1
"('go', 'lot')",1
"('pain', 'im')",1
"('sorry', 'jones')",1
"('true', 'truly')",1
"('wanted', 'prepare')",1
"('prepare', 'longer')",1
"('longer', 'statement')",1
"('statement', 'time')",1
"('time', 'ran')",1
"('ran', 'chaplain')",1
"('chaplain', 'write')",1
"('write', 'words')",1
"('words', 'friends')",1
"('like', 'read')",1
"('read', 'ah')",1
"('ah', 'please')",1
"('peace', 'chaplain')",1
"('chaplain', 'brazzil')",1
"('brazzil', 'recites')",1
"('recites', 'written')",1
"('statement', 'jones')",1
"('accept', 'sincerest')",1
"('sincerest', 'apology')",1
"('apology', 'regrets')",1
"('regrets', 'happened')",1
"('happened', 'loved')",1
"('truly', 'horrible')",1
"('horrible', 'thing')",1
"('thing', 'regret')",1
"('regret', 'deeply')",1
"('deeply', 'know')",1
"('know', 'ease')",1
"('ease', 'pain')",1
"('pain', 'truly')",1
"('truly', 'pray')",1
"('peace', 'sincerely')",1
"('sincerely', 'truly')",1
"('sorry', 'weis')",1
"('true', 'regret')",1
"('happened', 'lived')",1
"('lived', 'guilt')",1
"('guilt', 'pain')",1
"('pain', 'heart')",1
"('heart', 'taking')",1
"('taking', 'donna')",1
"('donna', 'away')",1
"('away', 'way')",1
"('sorrow', 'losing')",1
"('losing', 'someone')",1
"('someone', 'close')",1
"('close', 'truly')",1
"('truly', 'hope')",1
"('sorry', 'feel')",1
"('feel', 'speak')",1
"('speak', 'practice')",1
"('practice', 'death')",1
"('penalty', 'although')",1
"('although', 'regrets')",1
"('regrets', 'case')",1
"('case', 'death')",1
"('penalty', 'unnecessary')",1
"('unnecessary', 'punishment')",1
"('punishment', 'society')",1
"('society', 'means')",1
"('means', 'protect')",1
"('protect', 'rectify')",1
"('rectify', 'death')",1
"('death', 'another')",1
"('another', 'death')",1
"('death', 'whenever')",1
"('whenever', 'state')",1
"('state', 'chooses')",1
"('chooses', 'take')",1
"('take', 'power')",1
"('god', 'hands')",1
"('hands', 'whenever')",1
"('whenever', 'leaders')",1
"('leaders', 'kill')",1
"('kill', 'name')",1
"('name', 'justice')",1
"('justice', 'diminished')",1
"('diminished', 'family')",1
"('father', 'sister')",1
"('sister', 'brother')",1
"('brother', 'traveled')",1
"('traveled', 'far')",1
"('far', 'today')",1
"('today', 'please')",1
"('peace', 'good')",1
"('good', 'whole')",1
"('whole', 'ordeal')",1
"('ordeal', 'never')",1
"('never', 'find')",1
"('express', 'love')",1
"('god', 'oum')",1
"('oum', 'nama')",1
"('nama', 'shiveya')",1
"('shiveya', 'go')",1
"('god', 'last')",1
"('last', 'verbal')",1
"('statement', 'sir')",1
"('want', 'pray')",1
"('pray', 'chant')",1
"('chant', 'id')",1
"('like', 'send')",1
"('send', 'great')",1
"('members', 'supporters')",1
"('supporters', 'attorneys')",1
"('attorneys', 'supported')",1
"('supported', 'throughout')",1
"('throughout', 'thank')",1
"('thank', 'proving')",1
"('proving', 'innocence')",1
"('innocence', 'although')",1
"('although', 'acknowledged')",1
"('acknowledged', 'courts')",1
"('courts', 'may')",1
"('may', 'continue')",1
"('struggle', 'may')",1
"('may', 'change')",1
"('change', 'thats')",1
"('thats', 'done')",1
"('done', 'today')",1
"('today', 'past')",1
"('past', 'life')",1
"('good', 'believe')",1
"('believe', 'meeting')",1
"('meeting', 'many')",1
"('support', 'things')",1
"('things', 'come')",1
"('end', 'may')",1
"('may', 'fruit')",1
"('fruit', 'better')",1
"('better', 'judgments')",1
"('judgments', 'future')",1
"('future', 'thats')",1
"('say', 'id')",1
"('ah', 'really')",1
"('really', 'cant')",1
"('anything', 'help')",1
"('im', 'definitely')",1
"('definitely', 'person')",1
"('person', 'sick')",1
"('sick', 'afraid')",1
"('afraid', 'looking')",1
"('looking', 'love')",1
"('love', 'wrong')",1
"('wrong', 'ways')",1
"('ways', 'ive')",1
"('grief', 'beyond')",1
"('beyond', 'ever')",1
"('ever', 'dreaming')",1
"('dreaming', 'cause')",1
"('cause', 'someone')",1
"('hope', 'able')",1
"('forgive', 'mother')",1
"('much', 'thanks')",1
"('thanks', 'jones')",1
"('jones', 'dad')",1
"('love', 'youve')",1
"('youve', 'best')",1
"('best', 'truly')",1
"('truly', 'best')",1
"('best', 'ah')",1
"('ah', 'believe')",1
"('believe', 'im')",1
"('really', 'mean')",1
"('mean', 'words')",1
"('words', 'life')",1
"('give', 'stole')",1
"('stole', 'lives')",1
"('lives', 'know')",1
"('know', 'precious')",1
"('precious', 'yall')",1
"('thats', 'story')",1
"('story', 'whole')",1
"('life', 'thats')",1
"('thats', 'alcohol')",1
"('alcohol', 'oh')",1
"('oh', 'jesus')",1
"('home', 'precious')",1
"('precious', 'lord')",1
"('sir', 'take')",1
"('home', 'oh')",1
"('family', 'treasure')",1
"('treasure', 'every')",1
"('every', 'moment')",1
"('want', 'guys')",1
"('know', 'give')",1
"('someday', 'madness')",1
"('madness', 'system')",1
"('system', 'something')",1
"('something', 'come')",1
"('come', 'something')",1
"('something', 'resolved')",1
"('resolved', 'would')",1
"('would', 'gladly')",1
"('gladly', 'trade')",1
"('trade', 'last')",1
"('would', 'bring')",1
"('back', 'mark')",1
"('mark', 'fredericks')",1
"('fredericks', 'give')",1
"('back', 'father')",1
"('father', 'life')",1
"('life', 'mother')",1
"('mother', 'health')",1
"('health', 'ask')",1
"('ask', 'one')",1
"('day', 'memories')",1
"('memories', 'family')",1
"('family', 'things')",1
"('things', 'happened')",1
"('happened', 'executing')",1
"('executing', 'innocent')",1
"('man', 'things')",1
"('things', 'happen')",1
"('say', 'happen')",1
"('happen', 'theres')",1
"('theres', 'truth')",1
"('come', 'someday')",1
"('someday', 'person')",1
"('person', 'years')",1
"('would', 'thought')",1
"('thought', 'would')",1
"('get', 'moment')",1
"('moment', 'dont')",1
"('give', 'dont')",1
"('give', 'paying')",1
"('paying', 'debt')",1
"('debt', 'society')",1
"('society', 'due')",1
"('due', 'rebate')",1
"('rebate', 'refund')",1
"('refund', 'love')",1
"('love', 'watch')",1
"('watch', 'mom')",1
"('mom', 'keep')",1
"('keep', 'keep')",1
"('going', 'thank')",1
"('warden', 'hey')",1
"('done', 'lost')",1
"('lost', 'voice')",1
"('voice', 'yall')",1
"('strong', 'alright')",1
"('alright', 'thanks')",1
"('thanks', 'man')",1
"('love', 'gloria')",1
"('gloria', 'always')",1
"('always', 'baby')",1
"('baby', 'thats')",1
"('say', 'hey')",1
"('hey', 'dont')",1
"('dont', 'yall')",1
"('yall', 'worry')",1
"('worry', 'okay')",1
"('okay', 'family')",1
"('love', 'kami')",1
"('kami', 'love')",1
"('side', 'like')",1
"('support', 'alison')",1
"('alison', 'love')",1
"('first', 'people')",1
"('people', 'guys')",1
"('guys', 'heard')",1
"('heard', 'everything')",1
"('needed', 'say')",1
"('say', 'today')",1
"('hope', 'said')",1
"('said', 'right')",1
"('right', 'things')",1
"('things', 'hope')",1
"('hope', 'heard')",1
"('heard', 'hope')",1
"('go', 'beyond')",1
"('beyond', 'need')",1
"('need', 'right')",1
"('thing', 'strength')",1
"('strength', 'numbers')",1
"('numbers', 'look')",1
"('look', 'still')",1
"('still', 'got')",1
"('chance', 'shawn')",1
"('shawn', 'edwin')",1
"('edwin', 'know')",1
"('ta', 'love')",1
"('thing', 'everybody')",1
"('else', 'people')",1
"('people', 'malice')",1
"('malice', 'heart')",1
"('heart', 'allow')",1
"('allow', 'ambitions')",1
"('ambitions', 'ride')",1
"('ride', 'know')",1
"('right', 'even')",1
"('though', 'got')",1
"('ta', 'job')",1
"('job', 'hatred')",1
"('hatred', 'veins')",1
"('veins', 'think')",1
"('think', 'ashamed')",1
"('ashamed', 'youve')",1
"('nothing', 'chose')",1
"('chose', 'youve')",1
"('nothing', 'remember')",1
"('remember', 'know')",1
"('know', 'hatred')",1
"('hatred', 'know')",1
"('know', 'blood')",1
"('blood', 'love')",1
"('love', 'youll')",1
"('youll', 'never')",1
"('never', 'satisfied')",1
"('satisfied', 'everybody')",1
"('everybody', 'like')",1
"('like', 'knows')",1
"('knows', 'nothing')",1
"('nothing', 'negative')",1
"('negative', 'kiss')",1
"('kiss', 'proud')",1
"('proud', 'white')",1
"('white', 'irish')",1
"('irish', 'ass')",1
"('ass', 'im')",1
"('start', 'acknowledging')",1
"('acknowledging', 'love')",1
"('love', 'ive')",1
"('ive', 'family')",1
"('family', 'man')",1
"('man', 'world')",1
"('family', 'best')",1
"('best', 'parents')",1
"('parents', 'world')",1
"('sisters', 'world')",1
"('world', 'ive')",1
"('ive', 'wonderful')",1
"('wonderful', 'life')",1
"('life', 'man')",1
"('man', 'could')",1
"('ever', 'ive')",1
"('never', 'proud')",1
"('proud', 'anybody')",1
"('anybody', 'daughter')",1
"('daughter', 'son')",1
"('son', 'ive')",1
"('got', 'complaints')",1
"('complaints', 'regrets')",1
"('regrets', 'love')",1
"('everyone', 'always')",1
"('loved', 'life')",1
"('life', 'ive')",1
"('never', 'doubts')",1
"('doubts', 'couple')",1
"('couple', 'matters')",1
"('matters', 'want')",1
"('talk', 'since')",1
"('since', 'one')",1
"('one', 'times')",1
"('listen', 'say')",1
"('say', 'unites')",1
"('states', 'gotten')",1
"('gotten', 'zero')",1
"('zero', 'respect')",1
"('respect', 'human')",1
"('human', 'life')",1
"('death', 'symptom')",1
"('symptom', 'bigger')",1
"('bigger', 'illness')",1
"('illness', 'point')",1
"('point', 'government')",1
"('government', 'got')",1
"('stop', 'things')",1
"('things', 'destroy')",1
"('destroy', 'countries')",1
"('countries', 'killing')",1
"('children', 'ongoing')",1
"('ongoing', 'embargo')",1
"('embargo', 'sanctions')",1
"('sanctions', 'places')",1
"('places', 'like')",1
"('like', 'iran')",1
"('iran', 'iraq')",1
"('iraq', 'cuba')",1
"('cuba', 'places')",1
"('places', 'anything')",1
"('anything', 'change')",1
"('change', 'world')",1
"('world', 'harming')",1
"('harming', 'innocent')",1
"('children', 'thats')",1
"('got', 'stop')",1
"('stop', 'point')",1
"('point', 'perhaps')",1
"('perhaps', 'important')",1
"('important', 'lot')",1
"('ways', 'environment')",1
"('environment', 'even')",1
"('even', 'devastating')",1
"('devastating', 'long')",1
"('long', 'keep')",1
"('going', 'direction')",1
"('direction', 'going')",1
"('end', 'result')",1
"('result', 'wont')",1
"('matter', 'treat')",1
"('treat', 'people')",1
"('people', 'everybody')",1
"('everybody', 'planet')",1
"('planet', 'way')",1
"('way', 'got')",1
"('stop', 'ah')",1
"('ah', 'one')",1
"('one', 'ways')",1
"('ways', 'world')",1
"('world', 'truth')",1
"('truth', 'ever')",1
"('get', 'people')",1
"('people', 'ever')",1
"('know', 'whats')",1
"('happening', 'long')",1
"('long', 'support')",1
"('support', 'free')",1
"('free', 'press')",1
"('press', 'see')",1
"('see', 'press')",1
"('press', 'struggling')",1
"('struggling', 'stay')",1
"('stay', 'existent')",1
"('existent', 'free')",1
"('free', 'institution')",1
"('institution', 'one')",1
"('truly', 'free')",1
"('free', 'institutions')",1
"('institutions', 'press')",1
"('press', 'texas')",1
"('texas', 'people')",1
"('people', 'like')",1
"('like', 'texas')",1
"('texas', 'observer')",1
"('observer', 'want')",1
"('thank', 'job')",1
"('job', 'theyve')",1
"('theyve', 'done')",1
"('done', 'keeping')",1
"('keeping', 'everybody')",1
"('else', 'informed')",1
"('informed', 'hope')",1
"('support', 'listen')",1
"('listen', 'without')",1
"('without', 'things')",1
"('things', 'like')",1
"('like', 'going')",1
"('happen', 'nobody')",1
"('nobody', 'even')",1
"('always', 'would')",1
"('address', 'state')",1
"('texas', 'specially')",1
"('specially', 'joe')",1
"('joe', 'price')",1
"('price', 'district')",1
"('attorney', 'put')",1
"('put', 'want')",1
"('want', 'remind')",1
"('remind', 'mr')",1
"('price', 'mistake')",1
"('made', 'gene')",1
"('gene', 'hawthorns')",1
"('hawthorns', 'trial')",1
"('trial', 'said')",1
"('said', 'gene')",1
"('hawthorn', 'telling')",1
"('telling', 'truth')",1
"('truth', 'trial')",1
"('trial', 'mr')",1
"('price', 'oneeyed')",1
"('fact', 'oneeyed')",1
"('fact', 'gene')",1
"('hawthorn', 'lied')",1
"('lied', 'trial')",1
"('trial', 'everybody')",1
"('everybody', 'knew')",1
"('knew', 'im')",1
"('dying', 'tonight')",1
"('tonight', 'based')",1
"('based', 'testimony')",1
"('testimony', 'parties')",1
"('parties', 'man')",1
"('man', 'gave')",1
"('gave', 'testimony')",1
"('testimony', 'prosecutor')",1
"('prosecutor', 'used')",1
"('used', 'knew')",1
"('knew', 'lie')",1
"('lie', 'hoping')",1
"('somebody', 'call')",1
"('call', 'floor')",1
"('floor', 'recent')",1
"('recent', 'comments')",1
"('comments', 'hes')",1
"('hes', 'made')",1
"('made', 'newspaper')",1
"('newspaper', 'bad')",1
"('bad', 'enough')",1
"('enough', 'prosecutor')",1
"('prosecutor', 'take')",1
"('take', 'truth')",1
"('truth', 'spin')",1
"('spin', 'try')",1
"('try', 'redoctor')",1
"('redoctor', 'actually')",1
"('actually', 'make')",1
"('make', 'facts')",1
"('facts', 'present')",1
"('present', 'public')",1
"('public', 'trials')",1
"('trials', 'evidence')",1
"('evidence', 'goes')",1
"('goes', 'beyond')",1
"('beyond', 'fail')",1
"('fail', 'thats')",1
"('thats', 'completely')",1
"('completely', 'unforgivable')",1
"('unforgivable', 'hope')",1
"('hope', 'somebody')",1
"('somebody', 'makes')",1
"('makes', 'mr')",1
"('price', 'account')",1
"('account', 'explain')",1
"('explain', 'tennis')",1
"('tennis', 'shoes')",1
"('shoes', 'talking')",1
"('talking', 'put')",1
"('still', 'completely')",1
"('completely', 'lost')",1
"('lost', 'im')",1
"('somebody', 'go')",1
"('back', 'verify')",1
"('verify', 'trial')",1
"('trial', 'record')",1
"('record', 'make')",1
"('make', 'accountable')",1
"('accountable', 'lying')",1
"('lying', 'public')",1
"('public', 'press')",1
"('press', 'way')",1
"('way', 'thats')",1
"('thats', 'really')",1
"('really', 'say')",1
"('say', 'except')",1
"('except', 'love')",1
"('family', 'nobody')",1
"('nobody', 'nobody')",1
"('got', 'better')",1
"('love', 'booger')",1
"('bear', 'love')",1
"('love', 'doodle')",1
"('doodle', 'bug')",1
"('bug', 'dont')",1
"('let', 'ever')",1
"('ill', 'never')",1
"('okay', 'bye')",1
"('bye', 'debbie')",1
"('debbie', 'bye')",1
"('bye', 'bro')",1
"('bro', 'bye')",1
"('bye', 'booger')",1
"('bear', 'father')",1
"('father', 'mike')",1
"('mike', 'father')",1
"('walsh', 'love')",1
"('thats', 'sir')",1
"('sir', 'ah')",1
"('ah', 'sorry')",1
"('yall', 'think')",1
"('think', 'tried')",1
"('tried', 'everything')",1
"('touch', 'yall')",1
"('yall', 'express')",1
"('never', 'right')",1
"('right', 'incident')",1
"('happened', 'sent')",1
"('letter', 'somebody')",1
"('somebody', 'know')",1
"('know', 'letter')",1
"('letter', 'outlining')",1
"('outlining', 'feel')",1
"('feel', 'everything')",1
"('everything', 'anyway')",1
"('anyway', 'wanted')",1
"('wanted', 'right')",1
"('right', 'apologize')",1
"('im', 'real')",1
"('sorry', 'raised')",1
"('raised', 'california')",1
"('california', 'youth')",1
"('youth', 'authority')",1
"('authority', 'cant')",1
"('cant', 'really')",1
"('really', 'pin')",1
"('pin', 'point')",1
"('point', 'started')",1
"('started', 'happened')",1
"('happened', 'really')",1
"('believe', 'thats')",1
"('thats', 'bottom')",1
"('bottom', 'line')",1
"('line', 'happened')",1
"('happened', 'california')",1
"('california', 'reformatory')",1
"('reformatory', 'schools')",1
"('schools', 'penitentiary')",1
"('penitentiary', 'ah')",1
"('ah', 'create')",1
"('create', 'monsters')",1
"('monsters', 'thats')",1
"('thanks', 'coming')",1
"('coming', 'jack')",1
"('jack', 'mama')",1
